run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28390339731;10341480436;2077451022;109352903;1.20;17840.20;38617.60;13.00;6.20;80.60;0.00;0;79.26;1.16;1.36;1.06;1.20;1.00
2;30932393836;10947279745;2180456329;116969342;1.00;19847.20;36839.00;15.40;6.40;78.40;0.00;0;76.85;1.77;1.47;1.11;1.00;1.00
3;27168329724;11149076101;1911297673;114203339;2.40;17459.80;31764.40;11.80;5.40;82.40;0.00;.03;78.46;1.32;1.39;1.10;2.40;1.00
4;31076843763;11032003859;2199579409;119568110;2.40;19358.60;33582.40;13.60;6.40;80.00;0.00;0;76.28;1.06;1.33;1.10;2.40;1.00
5;31737791755;11525701927;2310659357;126171559;3.20;20825.80;33076.20;14.00;6.60;79.20;0.00;0;76.49;2.68;1.73;1.25;3.20;1.00
6;31324633579;11292623913;2241508575;126959280;3.60;18407.20;30464.80;13.20;5.80;80.80;0.00;0;76.81;1.60;1.61;1.23;3.60;1.00
7;31557487240;11142026814;2219455463;124962078;2.20;21236.60;36687.60;13.80;6.40;79.40;0.00;0;78.05;1.32;1.52;1.23;2.20;1.20
8;31140712325;11117704635;2210906505;129614183;1.60;19749.00;35764.40;14.00;6.20;79.20;0.00;0;76.87;1.42;1.49;1.23;1.60;1.40
9;32438322162;11674959472;2343919496;133892568;3.20;21737.60;34992.80;15.60;6.60;77.60;0.00;0;76.46;1.74;1.61;1.29;3.20;1.00
10;31605402223;11384826638;2271125078;130043040;2.00;20303.40;31924.80;14.20;5.80;79.40;0.00;0;74.85;1.52;1.57;1.28;2.00;1.00
