run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.9;8;10,00;14,50;14,62;13,75;15,75;enp0s31f6;348;443
2;112;94.0;8;10,00;16,50;15,00;14,00;17,88;enp0s31f6;348;463
3;111;93.3;8;7,50;14,38;14,75;14,00;18,00;enp0s31f6;485;595
4;112;93.6;8;8,75;14,38;14,62;14,00;15,75;enp0s31f6;408;527
5;112;93.9;8;8,75;16,00;15,25;14,00;18,00;enp0s31f6;349;444
6;112;93.9;8;10,00;15,12;14,62;13,75;17,38;enp0s31f6;348;454
7;111;93.4;8;8,75;15,12;14,62;13,88;16,12;enp0s31f6;282;388
8;112;94.0;8;8,75;14,25;14,50;13,88;15,25;enp0s31f6;335;445
9;112;94.1;8;8,75;15,88;15,62;14,00;17,25;enp0s31f6;419;553
10;112;93.9;8;7,50;14,38;15,00;13,88;16,75;enp0s31f6;378;477
