run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14166708;20460;1184304;0;0;1870;13793
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;13997384;20580;1191612;0;0;1991;13667
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14031124;20692;1196236;0;0;1954;13700
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13990456;20852;1202188;0;0;1962;13686
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14007228;20968;1206636;0;0;1966;13678
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14021088;21072;1211252;0;0;1949;13691
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;14001728;21192;1216316;0;0;1963;13672
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13993212;21296;1221020;0;0;1966;13665
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;14001948;21476;1227164;0;0;1952;13673
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13998932;21644;1232892;0;0;1954;13665
