run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.2;8;3,75;14,62;15,12;14,38;17,62;enp0s31f6;551;625
2;110;92.2;8;5,00;15,00;15,25;14,25;18,25;enp0s31f6;608;658
3;101;84.9;8;8,75;14,62;15,00;14,00;16,12;enp0s31f6;506;572
4;111;93.3;8;7,50;14,88;14,62;13,75;15,62;enp0s31f6;545;631
5;111;93.5;8;5,00;14,75;15,38;14,12;17,62;enp0s31f6;588;643
6;111;92.8;8;8,75;15,00;15,00;14,25;17,75;enp0s31f6;546;601
7;110;92.2;8;8,75;15,50;15,12;14,25;17,00;enp0s31f6;709;784
8;96.6;81.1;8;8,75;14,62;15,12;14,50;16,25;enp0s31f6;574;646
9;112;93.7;8;10,00;15,12;15,50;14,25;17,50;enp0s31f6;526;617
10;112;93.7;8;11,25;15,00;15,38;14,50;17,38;enp0s31f6;584;617
