run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28110060866;16011198727;2500180937;352439440;6.40;4816.40;30613.00;38.40;12.60;48.40;0.00;.63;43.97;3.47;4.45;4.72;6.40;2.00
2;28884820297;20799768068;2461590890;352769666;5.40;5148.40;33995.40;40.60;13.40;45.20;0.00;.63;40.02;5.86;4.90;4.85;5.40;2.00
3;31156102241;26485442010;2497304898;371987740;9.60;4622.40;29307.40;42.40;13.00;44.20;0.00;.66;42.46;5.34;4.95;4.87;9.60;4.60
4;26413369724;26173383634;2065362790;319253925;15.20;5676.20;35685.60;49.00;12.60;38.20;0.00;.36;45.68;7.32;5.44;5.04;15.20;2.80
5;55751939504;63338644934;3829410641;627914969;7.80;5472.40;40250.80;46.00;12.40;40.80;0.00;.70;41.33;5.63;5.38;5.06;7.80;3.20
6;39556450877;47979998679;2601509120;427482561;14.20;4190.60;30864.40;40.60;9.40;49.40;0.00;.59;43.22;8.03;6.41;5.46;14.20;2.60
7;38288199695;46722019389;2553892539;423918663;9.60;4558.80;34591.00;41.60;10.20;47.60;0.00;.59;40.26;6.48;6.16;5.43;9.60;4.40
8;44472208955;59659614123;2638292011;476358513;6.40;4546.80;38031.40;46.80;9.80;42.60;0.00;.56;42.95;7.73;6.67;5.66;6.40;2.40
9;41678723290;57655547314;2543838068;436071126;9.20;4470.60;36733.00;44.20;10.20;44.60;0.00;.59;44.32;7.50;6.54;5.69;9.20;2.80
10;44572218276;66475760470;2535984116;454571617;13.80;4252.60;35097.60;43.40;9.00;47.20;0.00;.60;43.50;5.84;6.21;5.62;13.80;4.60
