run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11705017913;6599938835;1111244834;160258288;1.00;2219.20;13064.60;20.00;6.40;73.00;0.00;.33;74.85;1.92;1.66;3.23;1.00;2.60
2;12986801649;7584955975;1209263067;162384347;8.40;2702.20;12963.20;26.60;9.00;63.40;0.00;.36;67.91;3.09;2.06;3.27;8.40;1.20
3;12868692865;9270418792;1159842915;162276459;1.60;2436.00;12983.20;22.80;7.60;69.60;0.00;.29;65.48;2.37;2.03;3.14;1.60;2.40
4;13041169167;10410363105;1132138824;157934802;5.20;2673.60;15264.80;26.40;8.60;64.80;0.00;.26;63.00;1.24;1.74;2.93;5.20;1.80
5;14115832994;12560567566;1163313295;169810009;7.80;2232.80;11402.80;23.40;7.40;69.00;0.00;.30;71.30;1.98;1.84;2.85;7.80;1.60
6;13251127124;12742712285;1073467321;158542750;5.00;2574.00;13489.80;28.00;8.40;63.60;0.00;.23;64.14;2.57;2.08;2.84;5.00;3.00
7;14498118226;15368906129;1137265078;171689513;5.80;2465.40;14028.40;27.60;7.60;64.60;0.00;.26;62.91;2.55;2.11;2.77;5.80;2.00
8;15757677759;15782299397;1201848151;180218734;4.20;2675.00;15779.00;29.80;8.80;61.00;0.00;.39;69.23;4.41;2.65;2.89;4.20;1.40
9;15613072413;17444026264;1121766284;175036485;5.00;2511.00;13413.40;29.00;8.00;62.80;0.00;.23;67.88;2.26;2.45;2.80;5.00;1.40
10;66531455;43619238;4588687;472028;1.00;245.00;1063.40;6.20;1.60;92.20;0.00;.03;99.96;1.40;2.22;2.70;1.00;1.00
