run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;104;87.6;8;6,25;14,12;15,38;13,12;17,12;enp0s31f6;596;695
2;111;93.4;8;6,25;14,00;14,38;13,38;15,75;enp0s31f6;614;712
3;109;91.4;8;6,25;14,25;14,38;13,38;16,00;enp0s31f6;532;628
4;107;89.5;8;8,75;14,25;14,75;13,62;15,88;enp0s31f6;600;659
5;107;89.7;8;6,25;15,00;15,75;13,00;17,38;enp0s31f6;420;483
6;107;89.4;8;7,50;14,25;14,50;13,25;16,50;enp0s31f6;516;593
7;110;92.1;8;7,50;21,12;15,12;13,62;22,62;enp0s31f6;759;815
8;108;90.8;8;12,50;13,62;12,38;11,12;14,38;enp0s31f6;606;679
9;102;86.0;8;7,50;14,75;14,38;13,75;15,25;enp0s31f6;557;637
10;106;88.9;8;11,25;23,12;15,75;13,75;23,38;enp0s31f6;497;545
