run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;195;164;8;6,25;14,38;15,00;14,12;18,12;enp6s18;4514;5182
2;194;163;8;3,75;15,88;15,50;14,38;17,25;enp6s18;4493;5229
3;224;188;8;7,50;14,50;15,12;14,38;18,50;enp6s18;4918;5596
4;184;154;8;1,25;14,50;14,62;14,25;15,62;enp6s18;5090;5790
5;201;169;8;6,25;14,25;14,88;14,00;16,62;enp6s18;4895;5509
6;204;171;8;2,50;14,50;15,25;14,38;20,38;enp6s18;6047;6896
7;81.7;68.6;8;5,00;13,50;14,12;13,00;15,25;enp6s18;5313;6043
8;133;112;8;2,50;15,12;14,25;12,75;15,88;enp6s18;5074;5808
9;149;125;8;2,50;14,25;14,50;12,75;16,75;enp6s18;4575;5333
10;129;109;8;5,00;14,00;15,00;13,25;17,12;enp6s18;175;399
