run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15498460;34752;454600;0;0;704;15136
2;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;15515596;34792;454584;0;0;691;15149
3;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;15503520;34824;454612;0;0;703;15137
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15499272;34856;454636;0;0;707;15133
5;0,000000;1;1024KiB;128MiB;128;0.0047;0.04;0.04;0.04;0;15498252;34888;454636;0;0;707;15133
6;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15510364;34920;454656;0;0;695;15144
7;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15508868;34952;454640;0;0;695;15145
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15508788;34984;454656;0;0;697;15142
9;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15507584;35024;454672;0;0;698;15141
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15496184;35056;454688;0;0;708;15132
