run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15456436;37048;455588;0;0;734;15103
2;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.10;0;15456524;37080;455588;0;0;740;15096
3;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.08;0;15455564;37112;455636;0;0;750;15087
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15448956;37144;455656;0;0;743;15094
5;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.11;0;15448112;37176;455692;0;0;757;15080
6;0,000000;1;1024KiB;128MiB;128;0.0077;0.04;0.06;0.10;0;15450400;37216;455660;0;0;742;15095
7;0,000000;1;1024KiB;128MiB;128;0.0069;0.04;0.05;0.09;0;15464960;37248;455680;0;0;737;15099
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15367544;37288;455676;0;0;848;14988
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15279336;37320;455712;0;0;1239;14598
10;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.08;0;15391404;37368;455768;0;0;734;15102
