run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;43041207304;41700474996;1444341683;251998325;2.00;7791.60;122016.40;11.40;20.20;68.20;0.00;.30;68.86;1.68;2.17;2.20;2.00;1.20
2;39216115777;40397078415;1262586146;222114083;3.00;6740.80;91258.80;9.40;19.40;70.40;0.00;.23;69.75;2.12;2.20;2.21;3.00;1.20
3;41517889405;41205336752;1349354928;237618799;2.60;8054.80;126555.00;11.80;20.40;67.60;0.00;.34;68.94;2.04;2.17;2.20;2.60;1.00
4;43181961049;42151517170;1430842779;252584498;2.80;7107.20;100709.40;9.60;20.00;69.60;0.00;.27;68.39;2.27;2.22;2.21;2.80;1.00
5;40362114469;40807024624;1286667075;230859488;2.20;8121.40;118170.80;11.40;20.00;68.00;0.00;.26;67.93;2.01;2.16;2.19;2.20;1.20
6;41881598551;41548355991;1359868140;245014661;3.00;7482.60;108618.20;10.80;20.20;68.60;0.00;.23;69.07;1.91;2.12;2.17;3.00;1.20
7;38113602672;40166467678;1202417929;215278696;2.20;6922.80;93231.60;10.20;20.00;69.20;0.00;.27;68.09;3.16;2.39;2.26;2.20;1.20
8;39838521273;40850560143;1287853624;226043073;3.20;7475.60;109097.40;11.60;19.80;68.40;0.00;.27;68.97;2.87;2.42;2.27;3.20;1.20
9;40123067487;40753239445;1287848952;227621592;2.80;7313.00;104724.40;11.60;19.80;68.00;0.00;.30;69.02;2.39;2.40;2.28;2.80;1.00
10;38724714991;40425020194;1219099395;222373880;4.00;6987.80;94739.40;10.80;19.80;69.20;0.00;.30;69.89;2.28;2.37;2.28;4.00;1.00
