run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.12;0;13858764;37052;1868332;0;0;1487;13533
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13867628;37236;1857928;0;0;1490;13541
3;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.07;0;13814080;37420;1860740;0;0;1538;13490
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;13728100;37564;1864132;0;0;1618;13407
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13660772;37760;1868188;0;0;1684;13336
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;13769092;37944;1871860;0;0;1571;13446
7;0,000016;1;1024KiB;128MiB;128;0.0067;0.04;0.05;0.86;0;13773128;38100;1875968;0;0;1563;13450
8;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13678808;38292;1880640;0;0;1650;13358
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13569336;38396;1883052;0;0;1755;13251
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13903660;38492;1882644;0;0;1429;13577
