run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.4;8;10,00;18,75;15,75;14,00;21,00;enp0s31f6;1425;1435
2;109;91.5;8;8,75;14,75;15,12;14,00;18,00;enp0s31f6;2358;2467
3;109;91.2;8;10,00;17,00;15,38;14,00;18,00;enp0s31f6;1237;1181
4;81.0;67.9;8;10,00;14,75;14,88;13,88;17,62;enp0s31f6;1290;1187
5;109;91.6;8;10,00;15,00;16,00;14,12;20,88;enp0s31f6;1375;1390
6;109;91.7;8;8,75;14,75;15,38;13,88;18,62;enp0s31f6;2000;1988
7;108;90.5;8;10,00;14,50;14,88;14,00;18,38;enp0s31f6;424;420
8;109;91.5;8;12,50;11,88;12,12;11,12;15,50;enp0s31f6;510;507
9;109;91.5;8;6,25;14,25;15,38;13,75;19,00;enp0s31f6;923;933
10;109;91.8;8;5,00;15,25;15,00;14,00;19,12;enp0s31f6;1357;1366
