run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.7;8;1,25;15,12;15,38;14,75;18,12;enp0s31f6;1396;1409
2;108;90.6;8;3,75;15,25;15,38;14,62;18,38;enp0s31f6;2590;2636
3;109;91.5;8;5,00;16,12;16,38;14,62;21,12;enp0s31f6;884;876
4;109;91.1;8;6,25;17,00;15,50;14,62;18,00;enp0s31f6;1823;1848
5;110;92.4;8;8,75;19,00;16,38;14,50;21,62;enp0s31f6;1388;1323
6;100;84.2;8;10,00;20,62;18,75;14,12;28,38;enp0s31f6;1974;2086
7;94.5;79.3;8;8,75;16,88;17,75;13,75;28,00;enp0s31f6;836;813
8;97.5;81.8;8;10,00;16,62;15,75;14,50;20,38;enp0s31f6;1069;1057
9;96.0;80.5;8;8,75;19,50;29,12;14,88;91,88;enp0s31f6;939;933
10;97.1;81.4;8;10,00;15,00;15,00;14,62;15,75;enp0s31f6;0;0
