run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.8;8;7,50;14,25;14,62;14,12;16,25;enp0s31f6;315;294
2;112;93.7;8;10,00;16,38;15,25;14,00;18,25;enp0s31f6;304;286
3;112;94.3;8;11,25;15,25;14,75;13,88;15,88;enp0s31f6;313;301
4;112;93.8;8;11,25;15,00;14,50;14,00;15,75;enp0s31f6;344;323
5;112;93.6;8;6,25;14,50;15,12;14,12;18,12;enp0s31f6;328;311
6;112;93.6;8;10,00;14,88;15,25;13,88;17,88;enp0s31f6;339;324
7;112;93.6;8;8,75;15,00;15,62;13,88;17,00;enp0s31f6;323;302
8;112;93.7;8;12,50;12,00;12,50;11,38;16,50;enp0s31f6;329;311
9;112;93.9;8;6,25;14,38;14,50;13,50;15,75;enp0s31f6;53;43
10;112;94.0;8;8,75;14,50;14,50;14,00;15,38;enp0s31f6;207;189
