run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13561452;46888;1852308;0;0;1773;13254
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13499224;47164;1861404;0;0;1836;13182
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13474124;47272;1867100;0;0;1857;13155
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;13676760;47424;1874056;0;0;1650;13356
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13566220;47608;1880228;0;0;1767;13232
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13498032;47704;1885064;0;0;1816;13179
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13304776;47896;1893788;0;0;1980;13006
8;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.04;0.06;0;13312444;48104;1901712;0;0;1979;12999
9;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;13298936;48248;1909648;0;0;1987;12983
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;13352792;48376;1911756;0;0;1929;13039
