run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28986276682;18771130368;2568036530;368527009;4.40;4755.40;33948.00;35.60;14.00;50.00;0.00;.53;41.20;4.63;5.60;5.66;4.40;5.40
2;48279552331;40753250250;3828010997;596106063;7.60;5919.60;37684.00;41.80;14.80;43.00;0.00;.70;35.43;5.99;5.84;5.75;7.60;6.80
3;51873551855;52267505150;3840405863;598218070;8.40;4155.60;33174.20;38.00;12.80;48.40;0.00;.49;32.85;7.35;6.20;5.88;8.40;4.40
4;36290212623;38645683006;2614633641;410324260;6.00;5040.40;37210.00;43.20;12.80;43.40;0.00;.63;38.16;7.72;6.46;5.98;6.00;2.40
5;41929277321;49394934446;2844463557;462179675;8.80;4429.60;32216.60;41.80;12.40;45.20;0.00;.59;29.75;7.26;6.53;6.05;8.80;2.60
6;40551205250;49681615265;2633176049;439626019;10.20;4742.80;39124.20;37.80;10.40;51.40;0.00;.66;48.07;9.13;7.28;6.34;10.20;4.80
7;58154069131;71520206781;3837339629;641043280;7.40;3856.60;27999.40;39.80;11.80;47.60;0.00;.46;33.52;8.82;7.46;6.46;7.40;1.40
8;45077024470;62776782106;2700282928;471201298;10.40;5255.80;30274.80;45.60;11.20;42.80;0.00;.43;48.23;6.37;7.28;6.50;10.40;6.60
9;45034630307;65216551283;2636042792;470787972;6.80;5401.00;46034.20;44.40;11.00;44.00;0.00;.53;41.47;7.17;7.42;6.64;6.80;2.20
10;37603637;22475108;4289291;400556;1.00;329.40;2414.80;4.40;2.60;93.00;0.00;0;99.89;3.71;6.49;6.40;1.00;1.00
