run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11819222473;6827218965;1090085792;159973653;5.60;2191.00;12690.00;17.00;5.60;77.00;0.00;.23;72.80;0.19;0.80;0.67;5.60;1.00
2;12567672772;7294440676;1173953322;155593408;6.00;2854.80;16027.60;24.40;8.60;66.60;0.00;.30;63.26;3.28;1.59;0.96;6.00;1.60
3;12452828613;9045191006;1097209545;155173600;7.00;2736.00;13124.80;22.80;7.80;69.00;0.00;.30;64.95;3.51;2.01;1.16;7.00;1.40
4;13330510267;11071015544;1166585696;168875150;2.00;2674.60;13692.00;24.80;8.60;67.00;0.00;.23;68.35;2.49;2.03;1.24;2.00;1.80
5;14468079976;12391168230;1175856182;169635589;2.80;2829.00;14373.80;26.40;8.20;65.00;0.00;.33;67.07;2.24;2.09;1.34;2.80;1.40
6;15686581977;14808206153;1213508838;178525083;1.40;2409.80;12698.40;22.20;7.00;70.40;0.00;.26;65.74;2.43;2.16;1.44;1.40;4.40
7;15852969828;16138082101;1202757992;176810445;6.40;2794.00;16288.80;25.40;7.40;66.80;0.00;.36;70.17;1.95;2.15;1.51;6.40;1.60
8;17436767314;18505897433;1261499496;193900467;3.20;2946.60;19976.40;21.20;6.40;61.60;0.00;13.29;58.53;3.15;2.42;1.66;3.20;2.60
9;37785930;11560056;4197159;367491;1.00;196.40;462.60;3.40;0.80;95.60;0.00;0;99.96;1.86;2.36;1.72;1.00;1.00
10;36638146;11204312;4145504;132374;1.00;176.20;441.40;3.00;0.80;96.20;0.00;0;99.93;0.69;1.92;1.61;1.00;1.00
