run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;27.8;23.3;8;6,25;16,00;15,88;14,50;19,50;enp6s18;8217;9376
2;24.1;20.2;8;5,00;15,62;15,62;14,62;20,88;enp6s18;8489;9652
3;15.9;13.4;8;5,00;15,00;15,50;14,62;18,25;enp6s18;6186;6988
4;26.9;22.6;8;1,25;15,12;15,62;14,50;19,12;enp6s18;8641;9916
5;24.1;20.2;8;2,50;16,50;16,00;14,88;19,38;enp6s18;8290;9532
6;22.3;18.7;8;5,00;16,75;16,38;14,75;19,88;enp6s18;8409;9514
7;25.5;21.4;8;3,75;18,38;17,12;14,50;22,75;enp6s18;6959;8087
8;19.4;16.3;8;3,75;15,38;16,00;14,62;21,00;enp6s18;8722;10007
9;19.2;16.1;8;6,25;15,12;15,75;14,75;18,00;enp6s18;6862;8240
10;24.8;20.8;8;8,75;15,62;15,38;14,62;16,88;enp6s18;9507;10835
