run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;31202165311;11355978505;2263555926;122393441;2.40;18974.80;47931.40;15.40;6.60;78.00;0.00;0;76.18;0.69;1.25;1.20;2.40;1.00
2;32846472636;11912408422;2381062894;130015968;2.60;20415.60;38663.00;14.80;6.20;79.00;0.00;0;74.80;1.25;1.32;1.23;2.60;1.00
3;27249848030;10406746847;1948268403;115049738;1.00;13871.60;34215.20;11.80;4.80;83.20;0.00;0;81.01;2.01;1.52;1.30;1.00;1.00
4;32413647985;12047815988;2354812909;135762090;1.20;20000.40;44576.80;16.00;6.80;76.60;0.00;0;73.69;2.66;1.75;1.39;1.20;1.00
5;33876496354;12417880068;2455972013;139685812;3.80;22693.20;44779.00;16.80;7.40;75.40;0.00;0;73.87;2.40;1.86;1.45;3.80;1.00
6;35009501650;12592554638;2488497137;141116261;3.20;21489.60;41595.60;15.60;6.80;77.60;0.00;0;73.17;1.94;1.84;1.47;3.20;1.00
7;35081135271;12532044206;2470567663;142210860;1.60;23209.20;45269.00;17.60;7.60;74.60;0.00;0;75.63;1.88;1.86;1.50;1.60;1.40
8;30240283921;11714607635;2122260725;126562356;5.00;21569.60;47645.80;17.40;7.40;75.20;0.00;0;74.14;2.29;2.03;1.58;5.00;1.00
9;36433552224;12961056806;2528478857;151843894;2.60;21168.60;42839.20;15.40;7.20;76.40;0.00;0;75.95;1.18;1.77;1.51;2.60;1.40
10;34963410376;12801171704;2438973610;147482651;3.00;21162.20;44508.80;16.20;7.00;76.60;0.00;0;73.35;1.55;1.72;1.51;3.00;1.20
