run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.7;8;7,50;14,50;14,62;13,38;17,12;enp0s31f6;1314;1221
2;99.6;83.5;8;7,50;14,62;15,25;13,50;18,00;enp0s31f6;1750;1790
3;109;91.7;8;6,25;16,62;15,38;13,50;18,12;enp0s31f6;1267;1240
4;88.3;74.1;8;10,00;15,12;15,00;13,62;17,62;enp0s31f6;1180;1040
5;100;84.1;8;7,50;15,00;14,88;14,00;17,25;enp0s31f6;4901;4480
6;108;90.3;8;7,50;14,50;14,88;14,00;17,50;enp0s31f6;3899;3533
7;104;87.4;8;11,25;14,12;15,50;13,50;18,00;enp0s31f6;608;573
8;102;85.3;8;7,50;15,62;14,75;13,75;16,12;enp0s31f6;1662;1621
9;105;88.4;8;11,25;15,25;15,25;13,62;17,00;enp0s31f6;1825;1835
10;106;88.6;8;11,25;15,00;14,75;13,75;16,88;enp0s31f6;1063;1021
