run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;32717828715;19430709061;2869694573;411049224;21.00;7476.40;39263.20;48.60;15.40;35.40;0.00;.46;41.20;6.66;6.34;5.76;21.00;4.80
2;42267994268;29633095327;3601457411;563501728;20.00;6788.40;39966.60;48.00;16.00;35.20;0.00;.73;36.38;6.46;6.38;5.81;20.00;3.80
3;33969867762;28830871578;2683099472;396556361;7.60;4401.00;28162.20;38.80;11.20;49.60;0.00;.76;48.34;7.73;6.66;5.94;7.60;4.00
4;40003620928;39944049777;2944608824;460280178;10.80;6437.60;40457.00;49.40;14.00;36.20;0.00;.52;40.74;8.76;7.13;6.15;10.80;5.20
5;35774399051;36874271829;2551984869;401960966;12.40;5940.00;40740.40;48.00;12.40;38.80;0.00;.59;35.64;6.67;6.72;6.06;12.40;4.40
6;38671844782;44807680370;2605066980;422600374;7.20;5339.40;41656.20;46.00;10.00;43.20;0.00;.52;40.58;8.75;7.39;6.37;7.20;1.60
7;39835651694;48482917557;2620299431;428360246;7.60;5299.60;44332.00;46.20;11.20;41.80;0.00;.63;42.22;7.62;7.58;6.54;7.60;5.00
8;38583643518;52136234143;2391830062;400356474;4.40;4554.40;37195.80;45.00;9.40;44.60;0.00;.68;42.38;7.62;7.53;6.62;4.40;4.80
9;43841455028;63227779351;2565482991;443233967;4.60;4084.80;32644.00;42.00;9.00;48.80;0.00;.59;41.85;8.50;7.59;6.68;4.60;3.40
10;43317562365;64388630562;2461367271;439494289;35.80;4923.80;25984.60;55.00;10.40;34.40;0.00;.30;23.73;10.67;8.08;6.89;35.80;3.40
