Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),50
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),134
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),123
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),160
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",16
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),111
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),124
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),116
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),131
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),52
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),122
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),5
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),140
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),62
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1008
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),120
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),79
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),139
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),146
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),113
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3040
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),119
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),144
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),133
