run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;91.5;76.7;8;11,25;14,38;14,50;14,00;15,12;enp6s18;8705;9871
2;90.2;75.6;8;5,00;15,00;15,62;14,38;17,62;enp6s18;10985;12662
3;91.2;76.5;8;11,25;15,88;14,62;13,50;16,00;enp6s18;8585;9951
4;91.8;77.0;8;5,00;15,50;15,88;14,00;18,75;enp6s18;7389;8690
5;91.0;76.3;8;7,50;17,50;15,12;14,12;17,88;enp6s18;10254;11678
6;90.3;75.8;8;6,25;14,62;15,25;14,25;18,25;enp6s18;5409;6432
7;91.2;76.5;8;6,25;14,88;15,25;13,88;17,75;enp6s18;9630;11032
8;91.0;76.3;8;10,00;14,62;14,75;13,88;16,00;enp6s18;8257;9559
9;90.9;76.3;8;7,50;15,00;15,25;14,38;19,12;enp6s18;7718;9054
10;91.6;76.8;8;5,00;14,75;15,62;14,25;18,25;enp6s18;9381;10699
