run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.30;0;13636544;32544;1393324;0;0;2152;13316
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13639984;32640;1394016;0;0;2149;13319
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13670612;32784;1395692;0;0;2117;13349
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13653004;32912;1397264;0;0;2132;13333
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13643412;33008;1398840;0;0;2140;13323
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13626652;33112;1400340;0;0;2155;13306
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13633576;33208;1401792;0;0;2135;13325
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13637272;33360;1403708;0;0;2141;13317
9;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13635560;33500;1405584;0;0;2141;13315
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13682640;33596;1407084;0;0;2093;13361
