run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;26422517096;15051485207;2431513476;342196942;3.80;4923.80;31424.80;36.80;12.60;50.00;0.00;.90;43.68;4.21;4.45;4.19;3.80;2.40
2;30363767727;21382945000;2585370363;375278837;4.40;4913.40;31701.00;37.60;12.80;49.00;0.00;.70;43.28;3.20;4.19;4.12;4.40;1.80
3;30921959087;24829473738;2499725967;362501748;6.40;4747.60;32806.20;39.80;12.60;47.20;0.00;.63;41.54;5.26;4.69;4.30;6.40;2.20
4;33364216099;33025239912;2489910856;379523545;7.20;4348.00;31602.60;34.20;10.40;55.00;0.00;.56;43.57;5.35;4.81;4.38;7.20;3.80
5;34612014322;37218972115;2458874298;381582125;9.80;4223.20;30332.20;41.00;11.40;47.20;0.00;.53;41.88;4.44;4.70;4.37;9.80;3.20
6;37892317530;43430176273;2596440272;415540426;7.00;4655.60;36862.60;42.40;10.80;46.40;0.00;.62;42.64;4.69;4.76;4.42;7.00;3.40
7;42127332883;51573072206;2812163935;465409280;7.80;5390.20;42785.60;42.80;11.00;45.60;0.00;.53;46.15;6.20;5.27;4.63;7.80;3.80
8;40001586272;48179404178;2625627725;421471368;4.40;4081.40;31105.40;37.80;9.00;53.00;0.00;.59;46.83;5.60;5.58;4.82;4.40;3.20
9;44511337323;61844335434;2610235338;457461289;7.00;4540.20;42077.40;40.80;9.00;49.40;0.00;.69;44.64;5.10;5.51;4.85;7.00;2.00
10;44009114410;62361780664;2613128439;454128249;7.00;4311.40;33571.20;42.40;9.20;47.80;0.00;.46;39.22;4.94;5.25;4.81;7.00;7.00
