run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.4;8;13,75;14,50;14,75;14,38;16,25;enp0s31f6;1220;1237
2;109;91.6;8;10,00;14,50;14,50;14,00;16,00;enp0s31f6;1500;1477
3;110;92.1;8;7,50;14,50;15,00;14,12;17,62;enp0s31f6;1508;1511
4;108;90.8;8;6,25;16,25;14,75;13,75;17,00;enp0s31f6;1190;1188
5;107;89.9;8;5,00;15,00;15,00;13,50;18,38;enp0s31f6;2134;2159
6;83.3;69.9;8;5,00;16,25;15,25;14,00;17,25;enp0s31f6;1318;1291
7;109;91.5;8;1,25;14,38;14,75;14,00;16,38;enp0s31f6;1363;1414
8;109;91.2;8;5,00;19,88;15,50;13,88;21,50;enp0s31f6;2050;2057
9;108;90.6;8;6,25;14,88;15,00;14,00;17,25;enp0s31f6;1035;1041
10;113;94.4;8;5,00;14,38;14,88;14,00;17,38;enp0s31f6;0;0
