run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.5;8;3,75;14,50;14,88;14,00;16,62;enp0s31f6;432;409
2;111;93.5;8;3,75;14,62;14,62;14,00;16,25;enp0s31f6;564;530
3;111;93.5;8;5,00;14,50;14,62;14,12;17,25;enp0s31f6;830;799
4;112;93.6;8;10,00;14,62;14,88;14,12;17,75;enp0s31f6;663;619
5;112;93.5;8;6,25;16,25;15,00;14,00;17,12;enp0s31f6;838;766
6;112;93.7;8;7,50;15,50;15,12;14,00;17,12;enp0s31f6;1103;1055
7;111;93.4;8;12,50;12,00;12,38;11,62;15,50;enp0s31f6;567;537
8;111;93.4;8;7,50;16,75;14,88;14,00;17,00;enp0s31f6;0;0
9;113;95.2;8;5,00;15,38;14,75;14,00;16,12;enp0s31f6;0;0
10;113;95.1;8;7,50;14,12;14,62;13,50;16,50;enp0s31f6;0;0
