run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15521960;23192;457608;0;0;696;15152
2;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.09;0;15502112;23232;457720;0;0;696;15152
3;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.08;0;15505140;23280;457752;0;0;713;15135
4;0,000000;1;1024KiB;128MiB;128;0.0075;0.04;0.06;0.10;0;15507880;23328;457800;0;0;705;15143
5;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.10;0;15501384;23368;457780;0;0;705;15143
6;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;15500956;23416;457784;0;0;718;15130
7;0,000000;1;1024KiB;128MiB;128;0.0086;0.04;0.06;0.09;0;15497944;23480;457804;0;0;720;15127
8;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15399808;23520;457788;0;0;731;15117
9;0,000000;1;1024KiB;128MiB;128;0.0117;0.05;0.08;0.96;0;15495904;23560;457800;0;0;721;15127
10;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15495452;23600;457808;0;0;723;15124
