run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.08;0;14769780;17688;922964;0;0;1466;14447
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14755596;18352;1063308;0;0;1367;14411
3;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14763236;18564;1070420;0;0;1356;14415
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;14688408;18680;1074504;0;0;1424;14344
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14702240;18828;1081172;0;0;1406;14356
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14618612;19152;1149828;0;0;1408;14286
7;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14612588;19372;1158436;0;0;1418;14269
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;14660844;19500;1164308;0;0;1366;14317
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14648064;19640;1170592;0;0;1373;14304
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14655324;20216;1171800;0;0;1364;14311
