run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;89.1;74.8;8;8,75;14,00;14,88;13,75;16,50;enp0s31f6;471;445
2;111;93.3;8;8,75;14,50;14,75;14,38;16,25;enp0s31f6;185;172
3;112;94.0;8;2,50;14,38;14,88;14,00;16,75;enp0s31f6;416;399
4;112;94.3;8;5,00;14,75;15,25;14,12;18,00;enp0s31f6;136;129
5;112;93.8;8;5,00;14,75;14,88;14,00;16,88;enp0s31f6;281;266
6;112;93.7;8;5,00;14,75;14,50;14,00;16,00;enp0s31f6;325;309
7;112;93.7;8;3,75;16,50;14,75;14,12;18,25;enp0s31f6;441;419
8;112;93.7;8;6,25;14,88;14,50;14,00;15,50;enp0s31f6;393;369
9;113;94.4;8;6,25;14,62;14,75;14,38;17,00;enp0s31f6;0;0
10;113;95.2;8;6,25;14,00;14,88;13,25;17,00;enp0s31f6;0;0
