run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;85.1;71.4;8;11,25;14,62;15,00;14,12;16,12;enp6s18;9378;10743
2;85.2;71.5;8;10,00;14,75;15,38;14,38;18,75;enp6s18;11886;13768
3;84.4;70.8;8;10,00;14,62;15,38;14,25;19,00;enp6s18;11178;12714
4;85.2;71.4;8;5,00;14,75;15,00;14,25;16,88;enp6s18;10968;12461
5;84.2;70.6;8;5,00;14,50;14,88;14,25;16,12;enp6s18;11817;13616
6;86.0;72.2;8;5,00;14,50;15,50;14,25;18,75;enp6s18;7338;8505
7;84.7;71.0;8;10,00;14,75;15,75;14,38;19,00;enp6s18;11601;13193
8;85.1;71.4;8;6,25;14,88;14,88;14,38;16,38;enp6s18;10079;11603
9;85.1;71.4;8;8,75;14,75;15,38;14,25;17,38;enp6s18;10890;12354
10;85.0;71.3;8;6,25;14,75;14,75;14,25;16,62;enp6s18;11155;12700
