run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.13;0;15526296;20612;443188;0;0;709;15151
2;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;15511536;20668;443192;0;0;704;15156
3;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.07;0;15518924;20716;443244;0;0;715;15145
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15505892;20764;443272;0;0;711;15149
5;0,000000;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.09;0;15503872;20812;443316;0;0;709;15151
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15506436;20884;443328;0;0;721;15139
7;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15510740;20932;443364;0;0;713;15146
8;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15516440;20996;443320;0;0;714;15146
9;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;15513492;21044;443388;0;0;702;15157
10;0,000000;1;1024KiB;128MiB;128;0.0077;0.04;0.06;0.09;0;15512492;21100;443348;0;0;702;15157
