run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;49494749392;18137542927;3592818397;198865702;5.20;30117.60;69095.40;24.00;10.80;65.00;0.00;0;61.75;1.14;1.77;1.88;5.20;1.20
2;49193134406;18206515575;3482314467;211782537;3.60;28186.20;67483.00;22.80;9.60;67.60;0.00;0;65.46;1.30;1.74;1.87;3.60;1.00
3;49771549410;18206973943;3539090008;210143042;3.00;26982.00;66044.00;22.60;9.00;68.40;0.00;0;62.90;1.54;1.77;1.88;3.00;1.40
4;49540346084;18187952507;3525587876;214562634;5.00;29504.40;66904.80;23.60;9.40;67.20;0.00;0;62.65;2.45;2.01;1.95;5.00;1.20
5;49744735432;18074396463;3466576268;215566781;7.00;30343.60;72554.60;26.40;11.00;62.80;0.00;0;61.70;2.66;2.11;1.99;7.00;1.40
6;51921939337;18779522458;3630846423;223251584;4.00;30636.80;69518.20;24.60;9.60;65.40;0.00;0;62.94;3.36;2.37;2.09;4.00;1.00
7;50624733302;18431322774;3526802842;225175929;3.00;29247.00;68232.20;24.00;11.00;64.60;0.00;.03;61.37;2.41;2.31;2.08;3.00;1.40
8;50056258421;18695498965;3453945013;228877657;3.80;30097.00;65401.00;24.40;9.60;65.60;0.00;0;60.46;2.90;2.52;2.17;3.80;1.20
9;52124444006;19691773257;3522820928;236666527;3.20;29896.60;68197.80;25.00;10.20;64.60;0.00;0;59.91;3.29;2.69;2.25;3.20;1.00
10;51099510688;18691037473;3517268023;232474087;3.80;30398.00;72908.20;25.40;10.60;63.60;0.00;0;61.75;2.90;2.70;2.28;3.80;1.20
