run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.2;8;7,50;14,38;14,62;13,88;16,62;enp0s31f6;1090;1081
2;109;91.5;8;8,75;14,62;14,62;14,12;16,00;enp0s31f6;2023;2052
3;104;87.0;8;8,75;14,88;14,62;14,00;16,25;enp0s31f6;576;532
4;104;87.7;8;7,50;14,25;16,00;13,12;24,75;enp0s31f6;3562;3491
5;108;90.4;8;8,75;15,62;15,12;14,00;19,25;enp0s31f6;1733;1695
6;108;90.7;8;11,25;14,75;15,12;14,38;17,25;enp0s31f6;1180;1198
7;108;91.0;8;7,50;14,50;15,38;14,12;21,88;enp0s31f6;120;117
8;109;91.5;8;7,50;16,38;15,00;13,38;17,25;enp0s31f6;654;675
9;109;91.1;8;10,00;14,88;14,88;14,00;17,00;enp0s31f6;1677;1657
10;111;93.1;8;7,50;16,00;15,00;14,00;17,25;enp0s31f6;0;0
