run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;44271320029;42004235531;1503511098;267497631;2.80;8075.00;124682.80;12.00;20.20;67.00;0.00;.30;68.54;1.78;2.16;2.32;2.80;1.00
2;41897170394;41136873661;1378409455;247109888;4.80;6699.40;86470.20;10.20;19.20;70.20;0.00;.44;69.82;1.50;2.02;2.26;4.80;1.40
3;40821392198;40927966376;1316199390;236143410;9.00;7623.60;110505.00;11.40;19.40;68.80;0.00;.30;68.47;2.65;2.27;2.33;9.00;1.00
4;40997224361;40758430331;1319370611;238050889;5.00;7979.60;124725.20;12.20;19.40;68.20;0.00;.24;67.28;2.54;2.28;2.33;5.00;1.20
5;41334628263;41299687233;1329617078;240432661;5.00;7636.40;121374.20;11.60;19.20;68.80;0.00;.33;67.90;2.35;2.29;2.33;5.00;1.00
6;40767277429;40862702616;1310829832;236867086;2.80;7596.40;111741.00;11.00;19.40;69.20;0.00;.20;69.36;2.38;2.30;2.33;2.80;1.00
7;40781642365;41102517155;1315112398;237967122;2.60;7105.20;98592.60;11.60;19.00;69.00;0.00;.20;69.73;2.45;2.33;2.34;2.60;1.00
8;40126545241;40537075454;1296022808;235683196;4.20;7130.00;103685.20;11.00;19.00;69.40;0.00;.30;67.73;1.86;2.19;2.29;4.20;1.00
9;39053844514;40519611733;1252868262;228382412;5.20;6873.00;94719.00;10.60;19.20;69.60;0.00;.27;67.88;2.43;2.28;2.32;5.20;1.00
10;40804042402;41050850803;1320053960;238727664;3.20;7250.00;107481.20;11.80;19.80;68.20;0.00;.36;69.57;2.11;2.22;2.29;3.20;1.00
