Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),482
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),633
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),510
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),658
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),476
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),496
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),535
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),430
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),473
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),481
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),7
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),456
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),490
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),802
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),458
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),492
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),469
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),672
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),461
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),2357
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),412
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),653
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),475
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),469
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),408
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),3
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),668
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),458
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),650
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),487
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),448
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),499
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),425
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),3294
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),429
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),436
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),472
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),452
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),479
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),434
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),486
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),454
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),488
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),450
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),685
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),481
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),441
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),625
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),437
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),431
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),482
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),637
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),636
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),475
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 6'),462
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 9'),473
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 4'),487
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),461
GET,/Productos,RemoteDisconnected('Remote end closed connection without response'),6461
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 11'),438
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 13'),483
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 4'),442
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 2'),481
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 5'),462
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 8'),423
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 1'),507
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 5'),449
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 8'),412
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 4'),472
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 11'),660
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 3'),474
