run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.6;8;5,00;14,75;15,00;14,25;17,50;enp6s18;1174;1359
2;103;86.2;8;8,75;15,75;15,88;14,12;19,25;enp6s18;1343;1573
3;93.8;78.7;8;6,25;14,62;14,62;13,62;15,50;enp6s18;1278;1452
4;102;85.5;8;6,25;14,25;14,50;13,50;16,12;enp6s18;849;999
5;105;87.9;8;7,50;14,62;14,50;13,25;15,38;enp6s18;1213;1422
6;96.1;80.6;8;3,75;14,38;15,00;12,88;16,88;enp6s18;1863;2167
7;91.4;76.6;8;6,25;14,62;14,62;12,88;16,38;enp6s18;1311;1526
8;99.9;83.8;8;6,25;13,75;14,62;13,12;17,12;enp6s18;1049;1204
9;102;85.7;8;5,00;14,50;14,88;13,25;18,38;enp6s18;1261;1459
10;101;84.9;8;2,50;14,75;14,75;13,25;16,38;enp6s18;1208;1395
