run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;6320238586;2281499906;446079881;27376259;1.00;4029.40;9947.00;4.60;2.20;93.20;0.00;.03;96.13;2.89;3.43;3.27;1.00;1.20
2;6149509387;2199564647;441889627;21694360;1.00;4276.20;9120.60;4.60;2.40;92.80;0.00;0;95.46;1.25;2.90;3.09;1.00;1.00
3;6069835497;2238394691;453403302;22524818;1.00;4406.00;8610.80;4.60;2.60;92.80;0.00;0;95.96;0.82;2.49;2.94;1.00;1.00
4;6534920687;2367406824;482928956;22013185;1.80;4759.60;9235.60;4.60;2.40;92.80;0.00;0;96.00;0.36;2.10;2.78;1.80;1.00
5;6408792137;2323447257;483188381;21858490;1.00;4963.00;8171.40;4.80;2.60;92.60;0.00;0;95.89;0.23;1.77;2.63;1.00;1.00
6;6275832433;2338015588;476405975;23224793;1.00;4558.80;8050.40;4.80;2.40;92.60;0.00;.03;95.83;0.23;1.54;2.51;1.00;1.00
7;6265943377;2208884306;452658034;20214629;1.80;5120.60;8844.00;5.00;2.40;92.60;0.00;0;96.29;0.35;1.36;2.39;1.80;1.20
8;6628691165;2361314339;483110720;21716259;1.00;4904.80;7786.80;5.20;2.20;92.40;0.00;0;95.13;0.15;1.14;2.26;1.00;1.00
9;6553906592;2433860668;498709794;23655867;2.00;4503.00;7594.80;4.40;2.20;93.40;0.00;0;95.49;0.54;1.11;2.18;2.00;1.00
10;6497661773;2388559457;486892925;22719271;1.00;5280.80;8750.00;5.00;2.60;92.20;0.00;0;95.35;0.30;0.95;2.07;1.00;1.00
