run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13870948;21820;996336;0;0;2007;13535
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.10;0;13820608;21924;997232;0;0;2038;13502
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13791728;22020;998184;0;0;2075;13464
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13784272;22116;999088;0;0;2079;13460
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13747380;22296;1000156;0;0;2098;13440
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13741340;22400;1001132;0;0;2122;13415
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13749336;22496;1002092;0;0;2117;13419
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;13744700;22600;1002932;0;0;2110;13424
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13753988;22696;1003932;0;0;2098;13436
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13738092;22884;1004812;0;0;2126;13407
