run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.4;11.4;44.7;44.7;0.08254;0.0027014
2;11.4;11.4;44.7;44.7;0.0824;0.00268525
3;11.2;11.2;43.9;43.9;0.0842;0.00272116
4;11.3;11.3;44.0;44.0;0.08373;0.00275863
5;11.0;11.0;42.9;42.9;0.0861;0.00276125
6;11.1;11.1;43.3;43.3;0.08511;0.00271766
7;11.1;11.1;43.5;43.5;0.08489;0.00271451
8;11.3;11.3;44.1;44.1;0.08377;0.00270869
9;11.0;11.0;43.0;43.0;0.08587;0.00273043
10;10.9;10.9;42.6;42.6;0.0868;0.00278938
