Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),471
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),628
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),451
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),716
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),453
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),432
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),496
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),438
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),462
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),509
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),5
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),466
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),462
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),795
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),499
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),488
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),477
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),657
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),411
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),2466
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),456
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),653
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),456
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),455
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),463
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),5
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),634
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),417
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),679
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),412
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),491
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),396
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),476
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),3230
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),454
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),429
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),495
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),501
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),466
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),476
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),442
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),468
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),421
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),463
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),603
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),491
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),433
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),595
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),451
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),414
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),442
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),660
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),614
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),440
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 6'),464
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 9'),445
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 4'),486
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),490
GET,/Productos,RemoteDisconnected('Remote end closed connection without response'),6438
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 11'),472
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 13'),465
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 4'),492
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 2'),439
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 5'),457
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 8'),458
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 1'),442
