run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15541280;19052;442648;0;0;690;15172
2;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15538904;19100;442720;0;0;677;15185
3;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;15529736;19156;442708;0;0;700;15162
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15237072;19196;443548;0;0;863;14998
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.10;0;15461764;19244;443576;0;0;751;15110
6;0,000000;1;1024KiB;128MiB;128;0.0088;0.04;0.07;1.99;0;15476748;19292;443416;0;0;741;15120
7;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15458712;19348;443480;0;0;748;15113
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15465728;19420;443384;0;0;763;15098
9;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.09;0;15407528;19476;443464;0;0;788;15073
10;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15430368;19524;443480;0;0;794;15067
