run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;190;160;8;7,50;14,62;14,50;12,75;17,00;enp6s18;8973;10158
2;181;152;8;7,50;16,12;15,62;13,12;21,12;enp6s18;7922;8965
3;192;161;1;40,00;2297,00;383,00;0,00;2297,00;enp6s18;8081;7588
4;91.0;76.4;8;7,50;15,00;15,12;14,50;17,25;enp6s18;8294;9529
5;91.6;76.9;8;5,00;14,75;14,75;14,38;15,62;enp6s18;8868;10925
6;91.2;76.5;8;3,75;15,50;15,00;14,50;16,62;enp6s18;9159;10559
7;91.6;76.8;8;6,25;14,88;14,88;14,25;16,00;enp6s18;7078;8123
8;91.5;76.7;8;5,00;14,38;14,50;14,25;15,50;enp6s18;9819;11224
9;91.4;76.7;8;7,50;14,88;14,88;14,25;16,38;enp6s18;9919;11407
10;91.3;76.6;8;8,75;15,25;15,00;14,25;16,50;enp6s18;8421;9506
