run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;4868;4868;19.0;19.0;0.19791;0.00436701
2;4928;4928;19.3;19.3;0.19552;0.0043208
3;4872;4872;19.0;19.0;0.19788;0.00436799
4;4848;4848;18.9;18.9;0.19876;0.00445005
5;4921;4921;19.2;19.2;0.19563;0.00433809
6;4815;4815;18.8;18.8;0.20015;0.00447199
7;4815;4815;18.8;18.8;0.19992;0.00450016
8;4874;4874;19.0;19.0;0.19731;0.0044924
9;4866;4866;19.0;19.0;0.19794;0.00445451
10;4906;4906;19.2;19.2;0.1959;0.00456579
