run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;39026743321;14261142738;2836533356;154503431;4.20;23985.60;52565.00;18.40;8.20;73.60;0.00;.03;69.65;1.82;1.75;1.56;4.20;1.60
2;42441675520;15153730058;2999506766;165218728;2.80;26782.00;48420.00;18.80;9.00;72.00;0.00;0;69.15;2.17;1.85;1.61;2.80;1.20
3;42399996368;15173127244;3030542432;167014317;2.60;27170.40;50203.20;20.20;8.80;71.40;0.00;0;66.90;1.98;1.87;1.63;2.60;1.20
4;49940613149;26335686141;2738801400;221594324;3.00;12974.40;31010.40;11.40;5.40;83.20;0.00;0;73.55;2.44;1.96;1.67;3.00;1.40
5;44027945300;15808537694;3142389621;192973514;3.40;28328.60;55112.00;20.60;9.20;70.00;0.00;0;66.34;1.40;1.76;1.62;3.40;1.00
6;43761085914;16039019276;3211718267;193341432;2.60;28505.40;51300.40;21.00;9.40;69.60;0.00;0;66.39;1.08;1.62;1.58;2.60;1.00
7;43521068990;15829348274;3162367037;191760994;3.40;27873.80;50808.40;21.00;9.20;70.00;0.00;.03;67.36;1.44;1.59;1.57;3.40;1.00
8;43906180342;15648006168;3084612187;196216456;2.00;26995.60;53589.80;20.20;9.00;70.60;0.00;0;67.43;1.59;1.62;1.58;2.00;1.40
9;41486104659;16398235248;2804595401;193913859;2.00;20567.40;40029.80;16.60;7.00;76.40;0.00;0;68.87;1.69;1.66;1.60;2.00;1.20
10;45339907133;16392929614;3156194300;207395744;3.80;27477.40;52520.40;20.00;9.80;70.00;0.00;0;66.27;2.30;1.89;1.69;3.80;1.00
