run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27132892818;15186831813;2473642837;346697696;11.80;4523.40;28444.40;34.80;12.40;51.80;0.00;.86;49.34;3.53;5.00;5.60;11.80;1.80
2;31852409142;23248544301;2616698853;377393790;2.20;4768.60;34738.00;38.00;12.20;49.40;0.00;.59;45.41;3.36;4.68;5.45;2.20;1.80
3;31877997843;29151043100;2454247911;369894117;5.20;4528.20;31852.00;38.20;12.20;49.20;0.00;.63;42.94;5.64;5.14;5.54;5.20;3.00
4;36173414430;38946892218;2580846432;405866918;8.60;4424.20;30353.60;42.60;11.00;45.60;0.00;.63;37.95;4.88;4.82;5.37;8.60;3.80
5;36345447185;40429060024;2525662913;401507168;9.40;4841.40;34578.80;44.80;11.80;42.80;0.00;.70;46.47;8.18;5.68;5.63;9.40;5.00
6;48131544468;58468543871;3187948317;535203160;10.40;6588.20;45221.20;53.20;13.60;32.40;0.00;.93;43.72;6.13;5.52;5.57;10.40;3.60
7;37873358171;48179333759;2417153139;404506125;17.00;5245.00;32058.80;50.00;11.00;38.60;0.00;.69;29.91;6.06;5.83;5.69;17.00;2.80
8;44592193253;55136002517;2749438772;452223511;4.20;5092.20;45949.80;43.40;10.00;46.00;0.00;.59;46.22;3.95;5.33;5.53;4.20;3.00
9;45342994528;64955957828;2600412645;463869765;10.40;4884.00;39225.00;45.00;9.40;45.40;0.00;.70;42.45;5.18;5.54;5.59;10.40;4.40
10;49950082073;66419694831;3069030303;534323752;7.80;5596.00;45049.20;48.80;10.80;39.60;0.00;.56;30.88;6.27;5.64;5.62;7.80;3.80
