run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13835244;38656;1437156;0;0;1942;13483
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13682848;38756;1438792;0;0;2008;13415
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13662024;38880;1440004;0;0;2051;13371
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13599584;38976;1441548;0;0;2141;13280
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.12;0;13569716;39080;1443000;0;0;2169;13250
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13576316;39224;1444688;0;0;2178;13240
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13476628;39336;1446112;0;0;2228;13188
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13484760;39440;1447620;0;0;2240;13175
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13490816;39536;1449140;0;0;2240;13173
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.18;0;13504128;39632;1450576;0;0;2227;13185
