run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7052;7052;27.5;27.5;0.12403;0.00994157
2;7314;7314;28.6;28.6;0.12013;0.00893903
3;7369;7369;28.8;28.8;0.12392;0.00737143
4;8279;8279;32.3;32.3;0.10694;0
5;7641;7641;29.9;29.9;0.11577;0.00718893
6;7710;7710;30.1;30.1;0.11105;0.00962145
7;7843;7843;30.6;30.6;0.11506;0.00676993
8;7906;7906;30.9;30.9;0.11331;0.00821333
9;8263;8263;32.3;32.3;0.11113;0.00602646
10;8919;8919;34.8;34.8;0.10326;0.0053403
