run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41340935370;40793641307;1341758261;241866886;2.40;7660.20;115457.60;12.00;18.80;68.80;0.00;.47;68.35;3.92;2.70;2.26;2.40;1.00
2;39174074589;39970261957;1220234424;221160833;3.60;7732.00;113974.60;12.00;18.60;69.20;0.00;.34;69.06;3.67;2.86;2.34;3.60;1.00
3;40846233971;40631608984;1305820824;235028548;2.60;7649.20;116612.80;11.20;18.80;69.60;0.00;.27;67.90;2.74;2.76;2.35;2.60;1.20
4;39461744045;40220758254;1249737549;227280681;2.20;7434.60;106502.80;11.20;18.80;69.80;0.00;.23;68.15;3.09;2.91;2.43;2.20;1.00
5;41892986949;40947692144;1380802128;242381085;3.00;7581.80;111838.80;11.60;19.20;68.80;0.00;.36;68.05;2.25;2.73;2.40;3.00;1.80
6;41364789105;41532929842;1344313284;242835905;2.60;7265.40;108532.80;10.80;18.80;69.80;0.00;.30;67.78;2.13;2.60;2.37;2.60;1.00
7;41362511989;40890049149;1336697768;242377336;3.40;7559.80;107076.00;12.00;18.40;68.80;0.00;.30;68.39;3.21;2.80;2.45;3.40;1.00
8;41394696669;41090716587;1336756449;242339887;3.20;6987.20;98841.80;11.20;19.00;69.40;0.00;.27;67.89;2.33;2.60;2.41;3.20;1.00
9;39400000639;40294450635;1255497949;226626290;4.40;6903.80;97597.80;11.40;18.60;69.80;0.00;.34;69.00;1.82;2.41;2.36;4.40;1.00
10;39499043032;40428170707;1266422547;229784573;2.60;7268.40;113300.40;11.60;19.00;69.20;0.00;.27;68.02;2.20;2.38;2.35;2.60;1.20
