run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;8454;8454;33.0;33.0;0.10601;0.00647298
2;6168;6168;24.1;24.1;0.14604;0.00813739
3;7407;7407;28.9;28.9;0.11851;0.00780278
4;8010;8010;31.3;31.3;0.10916;0.00801851
5;8284;8284;32.4;32.4;0.10858;0.00737305
6;8901;8901;34.8;34.8;0.10164;0.00586805
7;7886;7886;30.8;30.8;0.11231;0.00768333
8;8184;8184;32.0;32.0;0.10752;0.00827618
9;8845;8845;34.6;34.6;0.10174;0.0068316
10;7920;7920;30.9;30.9;0.11027;0.0101629
