run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13194296;53808;2055952;0;0;1949;12876
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12948056;53904;2057360;0;0;2182;12642
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12922348;54000;2058980;0;0;2216;12606
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;12822396;54156;2052132;0;0;2291;12538
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12744560;54268;2053600;0;0;2378;12449
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12671652;54364;2055044;0;0;2458;12368
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12626376;54460;2056436;0;0;2489;12335
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12668000;54556;2057832;0;0;2439;12384
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12684524;54700;2059456;0;0;2443;12377
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;12654512;54820;2060668;0;0;2465;12355
