run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.2;8;8,75;14,88;15,00;14,50;15,75;enp0s31f6;365;459
2;112;94.0;8;6,25;14,88;15,38;14,50;18,62;enp0s31f6;394;493
3;112;94.1;8;7,50;14,75;15,25;14,50;18,12;enp0s31f6;495;594
4;112;94.0;8;6,25;15,00;15,38;14,25;16,75;enp0s31f6;342;458
5;112;93.5;8;8,75;15,75;15,75;14,62;17,25;enp0s31f6;408;511
6;112;93.9;8;7,50;15,00;15,50;14,62;18,12;enp0s31f6;337;444
7;112;94.1;8;8,75;15,00;15,62;14,62;16,88;enp0s31f6;392;491
8;112;94.1;8;10,00;14,75;15,12;14,50;17,38;enp0s31f6;526;591
9;112;94.0;8;11,25;15,00;15,25;14,75;16,38;enp0s31f6;396;481
10;110;92.4;8;10,00;16,25;15,88;14,50;19,62;enp0s31f6;361;455
