run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40719584161;41134216755;1304270454;230859461;4.20;6800.80;98907.00;9.60;17.80;72.20;0.00;.27;68.26;1.43;2.04;2.18;4.20;1.00
2;38872787419;40429719267;1228166164;220332076;2.40;6842.60;96944.60;8.60;18.20;73.20;0.00;.37;67.39;1.63;2.01;2.16;2.40;1.20
3;40192596538;40813535585;1298322181;229639207;3.40;7295.00;112084.60;10.20;18.20;71.60;0.00;.30;68.02;1.69;1.97;2.14;3.40;1.00
4;42131948503;41716497031;1382098381;244199130;3.80;7158.60;109581.20;9.80;18.20;72.00;0.00;.30;66.64;1.97;2.02;2.15;3.80;1.00
5;39951206927;41106565372;1233647314;224739236;3.20;7047.60;111709.60;10.40;17.60;72.00;0.00;.23;67.94;2.54;2.19;2.20;3.20;1.00
6;40198962999;41165129929;1260282779;226900271;3.40;6620.40;98141.40;9.00;17.60;73.20;0.00;.30;69.01;2.16;2.16;2.18;3.40;1.20
7;40221377917;40826026019;1265340205;225838738;5.60;7219.40;111474.40;10.00;18.00;71.20;0.00;.33;67.31;2.31;2.19;2.19;5.60;1.20
8;41252986704;41555500349;1325527907;232764681;2.20;6742.40;99282.40;8.80;17.60;73.20;0.00;.34;67.70;1.95;2.13;2.17;2.20;1.00
9;41557747436;41805756855;1331974699;237283889;4.60;7035.00;105381.40;10.20;17.80;71.60;0.00;.23;67.66;2.33;2.21;2.20;4.60;1.20
10;39939946684;41023295044;1251223857;227773561;4.20;6997.40;105409.60;10.20;18.00;71.40;0.00;.30;68.47;1.90;2.10;2.15;4.20;1.00
