run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;68.7;57.6;8;10,00;15,62;15,00;13,88;19,25;enp6s18;9199;9958
2;56.6;47.5;8;5,00;14,50;15,62;13,88;22,00;enp6s18;5318;6389
3;66.4;55.7;8;6,25;14,75;14,88;13,50;17,62;enp6s18;4099;4853
4;80.9;67.8;8;2,50;14,25;15,75;13,62;22,62;enp6s18;8825;10149
5;88.3;74.1;8;7,50;14,62;14,50;13,38;16,75;enp6s18;9851;11475
6;49.3;41.4;8;6,25;14,25;14,75;13,38;16,88;enp6s18;8219;9447
7;76.2;63.9;8;11,25;14,12;14,62;13,38;17,75;enp6s18;10635;12139
8;79.3;66.5;8;8,75;14,62;14,12;12,75;16,38;enp6s18;3381;4094
9;78.3;65.7;8;5,00;15,12;15,00;12,88;18,25;enp6s18;6964;8193
10;67.4;56.5;8;3,75;15,00;14,75;13,75;16,62;enp6s18;7892;9392
