run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;38061560136;14237724530;2731789019;156559927;5.20;14952.40;34429.80;14.40;4.80;80.60;0.00;0;75.65;0.50;1.42;1.55;5.20;1.00
2;32743609406;12859412074;2367852631;140730802;4.00;19421.60;45367.80;16.20;6.20;77.60;0.00;0;71.47;1.25;1.46;1.55;4.00;1.00
3;34483272634;13715287685;2491759477;154154473;2.40;22039.20;54007.60;20.00;7.40;72.60;0.00;0;77.92;2.02;1.68;1.62;2.40;1.00
4;38332970193;14233189416;2745082267;160704591;4.40;19380.40;45883.80;17.40;6.80;76.00;0.00;0;70.66;1.86;1.72;1.64;4.40;1.00
5;42208335480;15415325696;3048675393;176826169;4.00;25990.00;49574.60;19.80;8.80;71.60;0.00;0;72.14;1.54;1.68;1.63;4.00;1.40
6;39590626191;14968126402;2765285787;170728439;3.60;25440.80;59953.20;20.80;8.00;71.00;0.00;0;71.86;1.63;1.72;1.65;3.60;1.20
7;40239596705;15631991987;2829892873;180841051;5.80;22518.80;54243.20;18.40;7.20;74.40;0.00;0;71.78;1.37;1.66;1.64;5.80;1.00
8;34019593724;13472296346;2401938690;150178976;3.20;23048.20;48650.60;18.80;7.60;73.80;0.00;0;72.56;1.07;1.52;1.59;3.20;1.00
9;34294460583;14006645525;2389936371;153787033;5.20;24165.00;52211.20;20.00;7.80;72.00;0.00;0;71.97;1.58;1.58;1.60;5.20;1.60
10;39248648614;14967364544;2717481836;174027741;2.20;27381.40;66673.60;22.20;9.40;68.00;0.00;0;75.36;1.34;1.52;1.58;2.20;1.40
