run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;90.9;76.3;8;5,00;14,50;14,50;13,00;15,88;enp6s18;259;289
2;104;86.8;8;10,00;14,75;15,50;13,62;18,75;enp6s18;14040;14764
3;72.3;60.7;8;12,50;14,12;14,75;13,25;17,00;enp6s18;18069;18548
4;74.6;62.5;8;8,75;21,25;15,62;13,38;22,00;enp6s18;12036;13770
5;76.7;64.3;8;6,25;16,38;15,00;13,50;17,50;enp6s18;12068;13914
6;91.7;76.9;8;10,00;14,00;14,50;13,25;15,38;enp6s18;1831;2106
7;74.4;62.4;8;11,25;14,50;15,00;13,38;17,38;enp6s18;11584;13086
8;72.5;60.8;8;6,25;15,75;15,12;13,12;18,88;enp6s18;12034;13648
9;74.6;62.6;8;5,00;14,38;14,12;13,00;15,38;enp6s18;12975;14846
10;75.3;63.2;8;7,50;14,38;14,50;12,88;16,75;enp6s18;11903;13641
