run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.0;8;6,25;16,12;14,75;13,62;17,38;enp0s31f6;610;665
2;112;93.7;8;8,75;14,75;15,00;14,00;17,88;enp0s31f6;511;606
3;112;93.7;8;7,50;16,62;15,12;14,00;17,62;enp0s31f6;573;611
4;112;93.7;8;6,25;14,25;14,38;13,88;16,12;enp0s31f6;570;650
5;112;93.7;8;6,25;14,38;14,50;13,88;15,38;enp0s31f6;536;616
6;111;93.3;8;7,50;17,50;15,38;14,00;19,75;enp0s31f6;721;784
7;112;93.9;8;10,00;14,25;14,88;13,88;16,88;enp0s31f6;658;736
8;112;93.5;8;11,25;14,25;14,50;13,88;15,25;enp0s31f6;750;822
9;112;94.0;8;10,00;14,25;14,50;14,00;15,38;enp0s31f6;654;681
10;112;93.8;8;10,00;14,38;14,75;13,88;17,38;enp0s31f6;626;689
