run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13119836;56764;2413688;0;0;1658;12819
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13013640;56860;2417888;0;0;1757;12716
3;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13005064;57004;2422592;0;0;1774;12694
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13217280;57156;2429204;0;0;1545;12917
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;12910860;57352;2437040;0;0;1875;12579
6;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;12796612;57456;2442060;0;0;1949;12500
7;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;12668140;57660;2449636;0;0;2063;12379
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13105760;57888;2457928;0;0;1647;12786
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12803088;58048;2466340;0;0;1934;12491
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.10;0;12770784;58108;2467696;0;0;1965;12458
