run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41559799717;40943581564;1342341357;240083314;2.80;7773.40;120730.80;10.80;19.80;69.00;0.00;.30;66.65;2.51;2.50;2.37;2.80;1.00
2;39211360937;40040011136;1248689831;224303184;2.40;7783.20;114800.80;11.40;19.40;68.60;0.00;.23;68.39;2.93;2.65;2.43;2.40;1.00
3;38941217285;39909155252;1231001721;222432950;2.60;7732.20;114551.40;10.80;19.40;69.40;0.00;.30;68.05;2.07;2.47;2.39;2.60;1.60
4;39439765220;40262051015;1235891717;227400543;2.40;7368.40;101862.40;10.20;19.40;69.80;0.00;.23;69.34;1.98;2.38;2.36;2.40;1.00
5;40193315960;40697734644;1275189385;233751543;6.40;7431.60;106479.60;10.40;19.60;69.40;0.00;.26;67.52;2.43;2.43;2.37;6.40;1.20
6;41657411067;40985768808;1358294395;242411562;3.40;7926.20;119937.40;11.00;20.00;68.60;0.00;.37;67.92;1.74;2.25;2.32;3.40;1.00
7;39963925655;40697772629;1280099709;233408831;6.20;7335.20;102375.20;10.80;19.60;69.40;0.00;.34;69.68;2.80;2.53;2.41;6.20;1.20
8;39998083567;40509324116;1279606221;232571214;2.60;7427.00;104423.20;10.80;19.20;69.80;0.00;.30;69.52;2.07;2.36;2.36;2.60;1.00
9;42420420123;41479259615;1401000740;248784002;4.20;7730.40;113167.60;11.60;19.40;68.60;0.00;.26;68.75;2.25;2.38;2.37;4.20;1.40
10;42670120057;42118361886;1402476443;254287012;3.80;7073.00;102815.40;10.60;19.00;70.00;0.00;.26;67.65;2.06;2.27;2.33;3.80;1.00
