run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.44;0;14159548;38656;1478592;0;0;1550;13834
2;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.04;0.07;0;14077056;38760;1481832;0;0;1638;13743
3;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.05;0;14037772;38968;1486736;0;0;1672;13704
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;13884984;39064;1490116;0;0;1812;13560
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13997364;39248;1494624;0;0;1709;13659
6;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.22;0;14007728;39448;1499852;0;0;1671;13692
7;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.11;0;13970828;39636;1505516;0;0;1690;13667
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14067724;39792;1512160;0;0;1613;13739
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.10;0;13958016;39892;1517660;0;0;1721;13626
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13867824;40032;1520680;0;0;1819;13526
