run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27941063709;16166207765;2608975672;365267824;9.00;5097.80;35276.80;35.20;15.80;48.20;0.00;.69;43.74;1.21;3.70;4.27;9.00;2.00
2;29831567169;21264250337;2534502641;360836083;6.40;5277.80;39234.00;36.80;14.20;48.40;0.00;.76;42.68;4.56;4.18;4.39;6.40;3.00
3;40342586702;33520687675;3279664186;501116359;12.00;5441.20;28272.40;41.00;14.40;44.40;0.00;.46;36.48;7.36;4.99;4.65;12.00;7.40
4;34563050251;30873546234;2654954371;402768343;5.40;4896.60;36536.40;39.80;12.80;46.80;0.00;.56;42.80;6.17;4.95;4.65;5.40;2.00
5;43149100785;42628748613;3244160733;507389940;8.40;4718.40;37478.00;36.80;11.60;50.80;0.00;.63;42.01;8.69;5.75;4.94;8.40;5.80
6;46349052440;51505617774;3269246166;527016386;12.80;5852.80;38703.00;47.40;14.40;38.00;0.00;.50;39.84;5.71;5.40;4.87;12.80;5.60
7;36769240181;39590587671;2588777412;416095495;5.80;4765.00;35810.80;39.60;13.00;47.00;0.00;.63;40.65;5.46;5.52;4.97;5.80;2.60
8;41352628989;53013508031;2655871779;434399166;10.60;4537.20;36567.60;42.60;12.40;44.60;0.00;.63;38.08;7.28;5.98;5.16;10.60;3.00
9;37560899119;45188623965;2545847031;421018726;13.60;6328.80;46841.20;46.20;12.60;40.00;0.00;.63;33.01;7.39;6.12;5.26;13.60;3.20
10;39703166577;50813653578;2589873779;429733990;6.20;4635.40;38858.60;40.00;11.20;48.20;0.00;.63;35.24;5.53;5.84;5.22;6.20;2.80
