run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13715740;42560;1408888;0;0;2092;13352
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13624904;42664;1410424;0;0;2137;13305
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13644836;42816;1412108;0;0;2118;13323
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13619524;42936;1413620;0;0;2139;13300
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13579788;43048;1415216;0;0;2176;13261
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13591100;43144;1416728;0;0;2156;13279
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13591308;43248;1418424;0;0;2162;13272
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13587648;43392;1420368;0;0;2164;13268
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.23;0;13567020;43508;1421592;0;0;2188;13244
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13506520;43604;1423100;0;0;2241;13189
