run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;47103582982;43580109270;1623945584;284733294;2.40;7648.00;119980.80;11.20;18.40;70.40;0.00;.30;67.52;2.08;2.27;2.08;2.40;1.00
2;39606363488;40709094187;1234804717;224215244;2.80;6875.60;100994.40;9.40;18.20;72.20;0.00;.37;67.19;2.87;2.47;2.16;2.80;1.00
3;41517210633;41538938989;1331136879;241236174;4.60;7126.20;113819.20;10.00;18.00;72.00;0.00;.26;67.25;2.71;2.54;2.21;4.60;1.20
4;41285839469;41464178590;1322181225;236131658;2.80;7047.20;109549.20;10.00;18.00;72.00;0.00;.34;68.75;2.55;2.52;2.22;2.80;1.00
5;40441901323;41340221339;1280334917;230954405;3.40;6664.60;100207.40;9.80;17.60;72.20;0.00;.23;69.38;2.16;2.44;2.21;3.40;1.20
6;41508720453;41491601816;1321903657;240611397;2.80;7142.00;111424.60;10.20;17.60;71.80;0.00;.27;67.44;2.79;2.62;2.29;2.80;1.40
7;41902193523;41702247963;1330961948;239145152;2.60;7307.40;113707.80;10.60;18.20;71.20;0.00;.23;68.30;2.79;2.61;2.31;2.60;1.20
8;42411676978;42161001860;1349851370;248349380;4.40;7267.00;113140.00;10.20;17.80;72.20;0.00;.34;68.16;2.70;2.64;2.34;4.40;1.00
9;41872513013;41852072287;1335782349;243069453;5.00;7385.60;119953.40;10.60;18.20;70.80;0.00;.23;67.90;2.84;2.70;2.38;5.00;1.00
10;40396691908;41133929502;1265483856;231265115;3.00;7403.40;115430.60;10.00;18.40;71.20;0.00;.33;68.23;2.24;2.55;2.35;3.00;1.20
